tick,day,resident,phrase_key,resident_reply_key,reply_text,schedule_reference,memory_reference,debt_reference,no_llm_call,no_autonomous_language_claim,private_workspace_hidden
0,1,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:water_carry:d001:s00,water carry,True,True,True
1315,74,Nia,apologize,greets_cautiously,Nia greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:nia:missed_greeting:d074:s01,missed greeting,True,True,True
1316,74,Ari,ask_debt,accepts_bounded_help,Ari accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:care_favor:d074:s02,care favor,True,True,True
1317,74,Fay,thank,explains_debt,Fay explains debt; phrase=thank; no generated open chat.,recover focus,v60:fay:route_warning:d074:s03,route warning,True,True,True
1318,74,Milo,request_space,declines_politely,Milo declines politely; phrase=request_space; no generated open chat.,repair awning,v60:milo:tool_loan:d074:s04,tool loan,True,True,True
1319,74,Sera,greet,names_current_task,Sera names current task; phrase=greet; no generated open chat.,sort herbs,v60:sera:water_carry:d074:s05,water carry,True,True,True
1320,74,Tovan,ask_schedule,asks_for_space,Tovan asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:repair_promise:d074:s06,repair promise,True,True,True
1321,74,Nia,offer_help,thanks_briefly,Nia thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:missed_greeting:d074:s07,missed greeting,True,True,True
1322,74,Ari,apologize,greets_cautiously,Ari greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:ari:care_favor:d074:s08,care favor,True,True,True
1323,74,Fay,ask_debt,accepts_bounded_help,Fay accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:route_warning:d074:s09,route warning,True,True,True
1324,74,Milo,thank,explains_debt,Milo explains debt; phrase=thank; no generated open chat.,recover focus,v60:milo:tool_loan:d074:s10,tool loan,True,True,True
1325,74,Sera,request_space,declines_politely,Sera declines politely; phrase=request_space; no generated open chat.,repair awning,v60:sera:water_carry:d074:s11,water carry,True,True,True
1326,74,Tovan,greet,names_current_task,Tovan names current task; phrase=greet; no generated open chat.,sort herbs,v60:tovan:repair_promise:d074:s12,repair promise,True,True,True
1327,74,Nia,ask_schedule,asks_for_space,Nia asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:missed_greeting:d074:s13,missed greeting,True,True,True
1328,74,Ari,offer_help,thanks_briefly,Ari thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:care_favor:d074:s14,care favor,True,True,True
1329,74,Fay,apologize,greets_cautiously,Fay greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:fay:route_warning:d074:s15,route warning,True,True,True
1330,74,Milo,ask_debt,accepts_bounded_help,Milo accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:tool_loan:d074:s16,tool loan,True,True,True
1331,74,Sera,thank,explains_debt,Sera explains debt; phrase=thank; no generated open chat.,recover focus,v60:sera:water_carry:d074:s17,water carry,True,True,True
1332,75,Tovan,greet,accepts_bounded_help,Tovan accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:tovan:missed_greeting:d075:s00,missed greeting,True,True,True
1333,75,Nia,ask_schedule,explains_debt,Nia explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:care_favor:d075:s01,care favor,True,True,True
1334,75,Ari,offer_help,declines_politely,Ari declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:route_warning:d075:s02,route warning,True,True,True
1335,75,Fay,apologize,names_current_task,Fay names current task; phrase=apologize; no generated open chat.,map safe route,v60:fay:tool_loan:d075:s03,tool loan,True,True,True
1336,75,Milo,ask_debt,asks_for_space,Milo asks for space; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:water_carry:d075:s04,water carry,True,True,True
1337,75,Sera,thank,thanks_briefly,Sera thanks briefly; phrase=thank; no generated open chat.,recover focus,v60:sera:repair_promise:d075:s05,repair promise,True,True,True
1338,75,Tovan,request_space,greets_cautiously,Tovan greets cautiously; phrase=request_space; no generated open chat.,repair awning,v60:tovan:missed_greeting:d075:s06,missed greeting,True,True,True
1339,75,Nia,greet,accepts_bounded_help,Nia accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:nia:care_favor:d075:s07,care favor,True,True,True
1340,75,Ari,ask_schedule,explains_debt,Ari explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:ari:route_warning:d075:s08,route warning,True,True,True
1341,75,Fay,offer_help,declines_politely,Fay declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:fay:tool_loan:d075:s09,tool loan,True,True,True
1342,75,Milo,apologize,names_current_task,Milo names current task; phrase=apologize; no generated open chat.,map safe route,v60:milo:water_carry:d075:s10,water carry,True,True,True
1343,75,Sera,ask_debt,asks_for_space,Sera asks for space; phrase=ask_debt; no generated open chat.,rest after rain,v60:sera:repair_promise:d075:s11,repair promise,True,True,True
1344,75,Tovan,thank,thanks_briefly,Tovan thanks briefly; phrase=thank; no generated open chat.,recover focus,v60:tovan:missed_greeting:d075:s12,missed greeting,True,True,True
1345,75,Nia,request_space,greets_cautiously,Nia greets cautiously; phrase=request_space; no generated open chat.,repair awning,v60:nia:care_favor:d075:s13,care favor,True,True,True
1346,75,Ari,greet,accepts_bounded_help,Ari accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:ari:route_warning:d075:s14,route warning,True,True,True
1347,75,Fay,ask_schedule,explains_debt,Fay explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:fay:tool_loan:d075:s15,tool loan,True,True,True
1348,75,Milo,offer_help,declines_politely,Milo declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:milo:water_carry:d075:s16,water carry,True,True,True
1349,75,Sera,apologize,names_current_task,Sera names current task; phrase=apologize; no generated open chat.,map safe route,v60:sera:repair_promise:d075:s17,repair promise,True,True,True
1350,76,Tovan,thank,declines_politely,Tovan declines politely; phrase=thank; no generated open chat.,recover focus,v60:tovan:care_favor:d076:s00,care favor,True,True,True
1351,76,Nia,request_space,names_current_task,Nia names current task; phrase=request_space; no generated open chat.,repair awning,v60:nia:route_warning:d076:s01,route warning,True,True,True
1352,76,Ari,greet,asks_for_space,Ari asks for space; phrase=greet; no generated open chat.,sort herbs,v60:ari:tool_loan:d076:s02,tool loan,True,True,True
1353,76,Fay,ask_schedule,thanks_briefly,Fay thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:fay:water_carry:d076:s03,water carry,True,True,True
1354,76,Milo,offer_help,greets_cautiously,Milo greets cautiously; phrase=offer_help; no generated open chat.,dry cloaks,v60:milo:repair_promise:d076:s04,repair promise,True,True,True
1355,76,Sera,apologize,accepts_bounded_help,Sera accepts bounded help; phrase=apologize; no generated open chat.,map safe route,v60:sera:missed_greeting:d076:s05,missed greeting,True,True,True
1356,76,Tovan,ask_debt,explains_debt,Tovan explains debt; phrase=ask_debt; no generated open chat.,rest after rain,v60:tovan:care_favor:d076:s06,care favor,True,True,True
1357,76,Nia,thank,declines_politely,Nia declines politely; phrase=thank; no generated open chat.,recover focus,v60:nia:route_warning:d076:s07,route warning,True,True,True
1358,76,Ari,request_space,names_current_task,Ari names current task; phrase=request_space; no generated open chat.,repair awning,v60:ari:tool_loan:d076:s08,tool loan,True,True,True
1359,76,Fay,greet,asks_for_space,Fay asks for space; phrase=greet; no generated open chat.,sort herbs,v60:fay:water_carry:d076:s09,water carry,True,True,True
1360,76,Milo,ask_schedule,thanks_briefly,Milo thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:milo:repair_promise:d076:s10,repair promise,True,True,True
1361,76,Sera,offer_help,greets_cautiously,Sera greets cautiously; phrase=offer_help; no generated open chat.,dry cloaks,v60:sera:missed_greeting:d076:s11,missed greeting,True,True,True
1362,76,Tovan,apologize,accepts_bounded_help,Tovan accepts bounded help; phrase=apologize; no generated open chat.,map safe route,v60:tovan:care_favor:d076:s12,care favor,True,True,True
1363,76,Nia,ask_debt,explains_debt,Nia explains debt; phrase=ask_debt; no generated open chat.,rest after rain,v60:nia:route_warning:d076:s13,route warning,True,True,True
1364,76,Ari,thank,declines_politely,Ari declines politely; phrase=thank; no generated open chat.,recover focus,v60:ari:tool_loan:d076:s14,tool loan,True,True,True
1365,76,Fay,request_space,names_current_task,Fay names current task; phrase=request_space; no generated open chat.,repair awning,v60:fay:water_carry:d076:s15,water carry,True,True,True
1366,76,Milo,greet,asks_for_space,Milo asks for space; phrase=greet; no generated open chat.,sort herbs,v60:milo:repair_promise:d076:s16,repair promise,True,True,True
1367,76,Sera,ask_schedule,thanks_briefly,Sera thanks briefly; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:missed_greeting:d076:s17,missed greeting,True,True,True
1368,77,Tovan,apologize,asks_for_space,Tovan asks for space; phrase=apologize; no generated open chat.,map safe route,v60:tovan:route_warning:d077:s00,route warning,True,True,True
1369,77,Nia,ask_debt,thanks_briefly,Nia thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:nia:tool_loan:d077:s01,tool loan,True,True,True
1370,77,Ari,thank,greets_cautiously,Ari greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:ari:water_carry:d077:s02,water carry,True,True,True
1371,77,Fay,request_space,accepts_bounded_help,Fay accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:fay:repair_promise:d077:s03,repair promise,True,True,True
1372,77,Milo,greet,explains_debt,Milo explains debt; phrase=greet; no generated open chat.,sort herbs,v60:milo:missed_greeting:d077:s04,missed greeting,True,True,True
1373,77,Sera,ask_schedule,declines_politely,Sera declines politely; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:care_favor:d077:s05,care favor,True,True,True
1374,77,Tovan,offer_help,names_current_task,Tovan names current task; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:route_warning:d077:s06,route warning,True,True,True
1375,77,Nia,apologize,asks_for_space,Nia asks for space; phrase=apologize; no generated open chat.,map safe route,v60:nia:tool_loan:d077:s07,tool loan,True,True,True
1376,77,Ari,ask_debt,thanks_briefly,Ari thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:water_carry:d077:s08,water carry,True,True,True
1377,77,Fay,thank,greets_cautiously,Fay greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:fay:repair_promise:d077:s09,repair promise,True,True,True
1378,77,Milo,request_space,accepts_bounded_help,Milo accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:milo:missed_greeting:d077:s10,missed greeting,True,True,True
1379,77,Sera,greet,explains_debt,Sera explains debt; phrase=greet; no generated open chat.,sort herbs,v60:sera:care_favor:d077:s11,care favor,True,True,True
1380,77,Tovan,ask_schedule,declines_politely,Tovan declines politely; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:route_warning:d077:s12,route warning,True,True,True
1381,77,Nia,offer_help,names_current_task,Nia names current task; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:tool_loan:d077:s13,tool loan,True,True,True
1382,77,Ari,apologize,asks_for_space,Ari asks for space; phrase=apologize; no generated open chat.,map safe route,v60:ari:water_carry:d077:s14,water carry,True,True,True
1383,77,Fay,ask_debt,thanks_briefly,Fay thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:repair_promise:d077:s15,repair promise,True,True,True
1384,77,Milo,thank,greets_cautiously,Milo greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:milo:missed_greeting:d077:s16,missed greeting,True,True,True
1385,77,Sera,request_space,accepts_bounded_help,Sera accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:sera:care_favor:d077:s17,care favor,True,True,True
1386,78,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:tool_loan:d078:s00,tool loan,True,True,True
1387,78,Nia,offer_help,accepts_bounded_help,Nia accepts bounded help; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:water_carry:d078:s01,water carry,True,True,True
1388,78,Ari,apologize,explains_debt,Ari explains debt; phrase=apologize; no generated open chat.,map safe route,v60:ari:repair_promise:d078:s02,repair promise,True,True,True
1389,78,Fay,ask_debt,declines_politely,Fay declines politely; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:missed_greeting:d078:s03,missed greeting,True,True,True
1390,78,Milo,thank,names_current_task,Milo names current task; phrase=thank; no generated open chat.,recover focus,v60:milo:care_favor:d078:s04,care favor,True,True,True
1391,78,Sera,request_space,asks_for_space,Sera asks for space; phrase=request_space; no generated open chat.,repair awning,v60:sera:route_warning:d078:s05,route warning,True,True,True
1392,78,Tovan,greet,thanks_briefly,Tovan thanks briefly; phrase=greet; no generated open chat.,sort herbs,v60:tovan:tool_loan:d078:s06,tool loan,True,True,True
1393,78,Nia,ask_schedule,greets_cautiously,Nia greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:water_carry:d078:s07,water carry,True,True,True
1394,78,Ari,offer_help,accepts_bounded_help,Ari accepts bounded help; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:repair_promise:d078:s08,repair promise,True,True,True
1395,78,Fay,apologize,explains_debt,Fay explains debt; phrase=apologize; no generated open chat.,map safe route,v60:fay:missed_greeting:d078:s09,missed greeting,True,True,True
1396,78,Milo,ask_debt,declines_politely,Milo declines politely; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:care_favor:d078:s10,care favor,True,True,True
1397,78,Sera,thank,names_current_task,Sera names current task; phrase=thank; no generated open chat.,recover focus,v60:sera:route_warning:d078:s11,route warning,True,True,True
