tick_id,day,session_id,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,delta_label,ui_delta_visible,task_step_executed,material_consumed,no_magic_inventory
0,1,session-001,moss_ward,Milo,4f19e26857,dry clay,760,758,copy root ledger progress marker,0,1,-2 dry clay; +1 marker,True,True,True,True
929,52,session-009,moss_ward,Ari,808faa30ed,charcoal mark,702,701,raise warm-cup shelf progress marker,52,53,-1 charcoal mark; +1 marker,True,True,True,True
930,52,session-009,glass_harbor,Oren,f949aa8fd3,lamp oil,703,702,relight public lamp progress marker,52,53,-1 lamp oil; +1 marker,True,True,True,True
931,52,session-009,cinder_garden,Vale,6b0dbec2ed,ember basket,709,707,sort ember fruit progress marker,54,56,-2 ember basket; +2 marker,True,True,True,True
932,52,session-009,lichen_bridge,Sol,910495b9ec,meal token,704,703,mark signal bell progress marker,54,55,-1 meal token; +1 marker,True,True,True,True
933,52,session-009,orchid_engine,Bea,d5a5690d8e,steam seal,704,703,stabilize steam kettle progress marker,52,53,-1 steam seal; +1 marker,True,True,True,True
934,52,session-009,moss_ward,Fay,9c82c8d116,reed bundle,704,703,drain rain path progress marker,52,53,-1 reed bundle; +1 marker,True,True,True,True
935,52,session-009,glass_harbor,Puck,4a73f95e3d,glass bead,707,705,mend fog net progress marker,52,53,-2 glass bead; +1 marker,True,True,True,True
936,53,session-009,lichen_bridge,Rin,48fc2b7680,bell tin,707,706,mark signal bell progress marker,55,56,-1 bell tin; +1 marker,True,True,True,True
937,53,session-009,orchid_engine,Eli,86759406ca,orchid oil,704,703,stabilize steam kettle progress marker,53,54,-1 orchid oil; +1 marker,True,True,True,True
938,53,session-009,moss_ward,Ari,da0f22a6f5,charcoal mark,701,700,drain rain path progress marker,53,54,-1 charcoal mark; +1 marker,True,True,True,True
939,53,session-009,glass_harbor,Oren,9f03b2f23d,lamp oil,702,701,mend fog net progress marker,53,54,-1 lamp oil; +1 marker,True,True,True,True
940,53,session-009,cinder_garden,Vale,58b08d67ce,ember basket,707,706,cool ash path progress marker,52,53,-1 ember basket; +1 marker,True,True,True,True
941,53,session-009,lichen_bridge,Sol,6a6945c048,meal token,703,701,repair meal ledger progress marker,52,54,-2 meal token; +2 marker,True,True,True,True
942,53,session-009,orchid_engine,Bea,1a39418cc8,steam seal,703,702,listen to valve pulse progress marker,56,57,-1 steam seal; +1 marker,True,True,True,True
943,53,session-009,moss_ward,Fay,cbe617b6af,reed bundle,703,702,patch blanket loom progress marker,54,55,-1 reed bundle; +1 marker,True,True,True,True
944,53,session-009,glass_harbor,Puck,19e61c2da4,glass bead,705,704,seal fog catcher progress marker,53,54,-1 glass bead; +1 marker,True,True,True,True
945,53,session-009,cinder_garden,Wren,b1df32837e,cool stone,704,703,repair seed calendar progress marker,53,54,-1 cool stone; +1 marker,True,True,True,True
946,53,session-009,lichen_bridge,Kio,0c14394478,lichen glue,703,702,test rope bridge progress marker,52,53,-1 lichen glue; +1 marker,True,True,True,True
947,53,session-009,orchid_engine,Cai,80ecb7dbcd,valve grease,703,702,clean gear wash progress marker,52,53,-1 valve grease; +1 marker,True,True,True,True
948,53,session-009,moss_ward,Milo,4f19e26857,dry clay,707,705,copy root ledger progress marker,55,57,-2 dry clay; +2 marker,True,True,True,True
949,53,session-009,glass_harbor,Sera,ee1d01c438,net fiber,703,702,mark crossing rope progress marker,56,57,-1 net fiber; +1 marker,True,True,True,True
950,53,session-009,cinder_garden,Juno,9c5554028b,seed ink,702,701,shade seed rows progress marker,53,54,-1 seed ink; +1 marker,True,True,True,True
951,53,session-009,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,703,702,weave spare rope progress marker,53,54,-1 rope fiber; +1 marker,True,True,True,True
952,53,session-009,orchid_engine,Dax,8d36ca6708,gear cloth,706,704,tend orchid lamp progress marker,53,54,-2 gear cloth; +1 marker,True,True,True,True
953,53,session-009,moss_ward,Tala,690cd7241e,moss cord,702,701,raise warm-cup shelf progress marker,53,54,-1 moss cord; +1 marker,True,True,True,True
954,54,session-009,cinder_garden,Wren,81aa359945,cool stone,703,702,shade seed rows progress marker,54,55,-1 cool stone; +1 marker,True,True,True,True
955,54,session-009,lichen_bridge,Kio,ebef679159,lichen glue,702,701,weave spare rope progress marker,54,55,-1 lichen glue; +1 marker,True,True,True,True
956,54,session-009,orchid_engine,Cai,2fe151eb17,valve grease,702,701,tend orchid lamp progress marker,54,55,-1 valve grease; +1 marker,True,True,True,True
957,54,session-009,moss_ward,Milo,b03af16c10,dry clay,705,704,raise warm-cup shelf progress marker,54,55,-1 dry clay; +1 marker,True,True,True,True
958,54,session-009,glass_harbor,Sera,768a4d2ad8,net fiber,702,700,relight public lamp progress marker,53,55,-2 net fiber; +2 marker,True,True,True,True
959,54,session-009,cinder_garden,Juno,2b1e35e8a1,seed ink,701,700,sort ember fruit progress marker,56,57,-1 seed ink; +1 marker,True,True,True,True
960,54,session-009,lichen_bridge,Luma,450c18baea,rope fiber,702,701,mark signal bell progress marker,56,57,-1 rope fiber; +1 marker,True,True,True,True
961,54,session-009,orchid_engine,Dax,363676d602,gear cloth,704,703,stabilize steam kettle progress marker,54,55,-1 gear cloth; +1 marker,True,True,True,True
962,54,session-009,moss_ward,Tala,572744cec7,moss cord,701,700,drain rain path progress marker,54,55,-1 moss cord; +1 marker,True,True,True,True
963,54,session-009,glass_harbor,Nia,2c46e6f05e,salt chalk,703,702,mend fog net progress marker,54,55,-1 salt chalk; +1 marker,True,True,True,True
964,54,session-009,cinder_garden,Pax,1e5830ef22,shade reed,703,702,cool ash path progress marker,53,54,-1 shade reed; +1 marker,True,True,True,True
965,54,session-009,lichen_bridge,Rin,9611f49c07,bell tin,706,704,repair meal ledger progress marker,54,56,-2 bell tin; +2 marker,True,True,True,True
966,54,session-009,orchid_engine,Eli,a3b8dc6d55,orchid oil,703,702,listen to valve pulse progress marker,57,58,-1 orchid oil; +1 marker,True,True,True,True
967,54,session-009,moss_ward,Ari,2378d81ec8,charcoal mark,700,699,patch blanket loom progress marker,55,56,-1 charcoal mark; +1 marker,True,True,True,True
968,54,session-009,glass_harbor,Oren,d2b7153668,lamp oil,701,700,seal fog catcher progress marker,54,55,-1 lamp oil; +1 marker,True,True,True,True
969,54,session-009,cinder_garden,Vale,b4da23a954,ember basket,706,704,repair seed calendar progress marker,54,55,-2 ember basket; +1 marker,True,True,True,True
970,54,session-009,lichen_bridge,Sol,85cb036eb5,meal token,701,700,test rope bridge progress marker,53,54,-1 meal token; +1 marker,True,True,True,True
971,54,session-009,orchid_engine,Bea,3935fa5efe,steam seal,702,701,clean gear wash progress marker,53,54,-1 steam seal; +1 marker,True,True,True,True
972,55,session-010,glass_harbor,Nia,7d03d3d3f1,salt chalk,702,701,seal fog catcher progress marker,55,56,-1 salt chalk; +1 marker,True,True,True,True
973,55,session-010,cinder_garden,Pax,2ac4db2919,shade reed,702,701,repair seed calendar progress marker,55,56,-1 shade reed; +1 marker,True,True,True,True
974,55,session-010,lichen_bridge,Rin,b522b59c7e,bell tin,704,703,test rope bridge progress marker,54,55,-1 bell tin; +1 marker,True,True,True,True
975,55,session-010,orchid_engine,Eli,e4ebf8a5c3,orchid oil,702,700,clean gear wash progress marker,54,56,-2 orchid oil; +2 marker,True,True,True,True
976,55,session-010,moss_ward,Ari,acb2c21249,charcoal mark,699,698,copy root ledger progress marker,57,58,-1 charcoal mark; +1 marker,True,True,True,True
977,55,session-010,glass_harbor,Oren,65ab173ea1,lamp oil,700,699,mark crossing rope progress marker,57,58,-1 lamp oil; +1 marker,True,True,True,True
978,55,session-010,cinder_garden,Vale,7525471538,ember basket,704,703,shade seed rows progress marker,55,56,-1 ember basket; +1 marker,True,True,True,True
979,55,session-010,lichen_bridge,Sol,032f2286f3,meal token,700,699,weave spare rope progress marker,55,56,-1 meal token; +1 marker,True,True,True,True
980,55,session-010,orchid_engine,Bea,a0d3597080,steam seal,701,700,tend orchid lamp progress marker,55,56,-1 steam seal; +1 marker,True,True,True,True
981,55,session-010,moss_ward,Fay,72cfe9f03b,reed bundle,702,701,raise warm-cup shelf progress marker,55,56,-1 reed bundle; +1 marker,True,True,True,True
982,55,session-010,glass_harbor,Puck,d99abac1ce,glass bead,704,702,relight public lamp progress marker,55,57,-2 glass bead; +2 marker,True,True,True,True
983,55,session-010,cinder_garden,Wren,efccb1106a,cool stone,702,701,sort ember fruit progress marker,57,58,-1 cool stone; +1 marker,True,True,True,True
984,55,session-010,lichen_bridge,Kio,096f63fbc9,lichen glue,701,700,mark signal bell progress marker,57,58,-1 lichen glue; +1 marker,True,True,True,True
985,55,session-010,orchid_engine,Cai,7b17b6bca2,valve grease,701,700,stabilize steam kettle progress marker,55,56,-1 valve grease; +1 marker,True,True,True,True
986,55,session-010,moss_ward,Milo,42164b006a,dry clay,704,702,drain rain path progress marker,55,56,-2 dry clay; +1 marker,True,True,True,True
987,55,session-010,glass_harbor,Sera,b557cb5ab1,net fiber,700,699,mend fog net progress marker,55,56,-1 net fiber; +1 marker,True,True,True,True
988,55,session-010,cinder_garden,Juno,f754fc777c,seed ink,700,699,cool ash path progress marker,54,55,-1 seed ink; +1 marker,True,True,True,True
989,55,session-010,lichen_bridge,Luma,7017cc792d,rope fiber,701,699,repair meal ledger progress marker,56,58,-2 rope fiber; +2 marker,True,True,True,True
990,56,session-010,moss_ward,Fay,9c82c8d116,reed bundle,701,700,drain rain path progress marker,56,57,-1 reed bundle; +1 marker,True,True,True,True
991,56,session-010,glass_harbor,Puck,4a73f95e3d,glass bead,702,701,mend fog net progress marker,56,57,-1 glass bead; +1 marker,True,True,True,True
992,56,session-010,cinder_garden,Wren,9ee5bba78b,cool stone,701,699,cool ash path progress marker,55,57,-2 cool stone; +2 marker,True,True,True,True
993,56,session-010,lichen_bridge,Kio,1356a31e8d,lichen glue,700,699,repair meal ledger progress marker,58,59,-1 lichen glue; +1 marker,True,True,True,True
994,56,session-010,orchid_engine,Cai,aa06bc447d,valve grease,700,699,listen to valve pulse progress marker,58,59,-1 valve grease; +1 marker,True,True,True,True
995,56,session-010,moss_ward,Milo,214b5191fa,dry clay,702,701,patch blanket loom progress marker,56,57,-1 dry clay; +1 marker,True,True,True,True
996,56,session-010,glass_harbor,Sera,35df557118,net fiber,699,698,seal fog catcher progress marker,56,57,-1 net fiber; +1 marker,True,True,True,True
997,56,session-010,cinder_garden,Juno,a3cdbd8180,seed ink,699,698,repair seed calendar progress marker,56,57,-1 seed ink; +1 marker,True,True,True,True
998,56,session-010,lichen_bridge,Luma,a72c4caf94,rope fiber,699,698,test rope bridge progress marker,55,56,-1 rope fiber; +1 marker,True,True,True,True
999,56,session-010,orchid_engine,Dax,e5be4a3317,gear cloth,703,701,clean gear wash progress marker,56,58,-2 gear cloth; +2 marker,True,True,True,True
1000,56,session-010,moss_ward,Tala,ab7eb655b8,moss cord,700,699,copy root ledger progress marker,58,59,-1 moss cord; +1 marker,True,True,True,True
1001,56,session-010,glass_harbor,Nia,35100ce116,salt chalk,701,700,mark crossing rope progress marker,58,59,-1 salt chalk; +1 marker,True,True,True,True
1002,56,session-010,cinder_garden,Pax,cfb8cd3fed,shade reed,701,700,shade seed rows progress marker,56,57,-1 shade reed; +1 marker,True,True,True,True
1003,56,session-010,lichen_bridge,Rin,d21d02a5bc,bell tin,703,701,weave spare rope progress marker,56,57,-2 bell tin; +1 marker,True,True,True,True
1004,56,session-010,orchid_engine,Eli,3f711d3e3b,orchid oil,700,699,tend orchid lamp progress marker,56,57,-1 orchid oil; +1 marker,True,True,True,True
1005,56,session-010,moss_ward,Ari,808faa30ed,charcoal mark,698,697,raise warm-cup shelf progress marker,56,57,-1 charcoal mark; +1 marker,True,True,True,True
1006,56,session-010,glass_harbor,Oren,f949aa8fd3,lamp oil,699,697,relight public lamp progress marker,57,59,-2 lamp oil; +2 marker,True,True,True,True
1007,56,session-010,cinder_garden,Vale,6b0dbec2ed,ember basket,703,702,sort ember fruit progress marker,58,59,-1 ember basket; +1 marker,True,True,True,True
1008,57,session-010,orchid_engine,Dax,8d36ca6708,gear cloth,701,700,tend orchid lamp progress marker,57,58,-1 gear cloth; +1 marker,True,True,True,True
1009,57,session-010,moss_ward,Tala,690cd7241e,moss cord,699,697,raise warm-cup shelf progress marker,57,59,-2 moss cord; +2 marker,True,True,True,True
1010,57,session-010,glass_harbor,Nia,24a6670b6c,salt chalk,700,699,relight public lamp progress marker,59,60,-1 salt chalk; +1 marker,True,True,True,True
1011,57,session-010,cinder_garden,Pax,9dfff354ca,shade reed,700,699,sort ember fruit progress marker,59,60,-1 shade reed; +1 marker,True,True,True,True
1012,57,session-010,lichen_bridge,Rin,48fc2b7680,bell tin,701,700,mark signal bell progress marker,58,59,-1 bell tin; +1 marker,True,True,True,True
1013,57,session-010,orchid_engine,Eli,86759406ca,orchid oil,699,698,stabilize steam kettle progress marker,56,57,-1 orchid oil; +1 marker,True,True,True,True
1014,57,session-010,moss_ward,Ari,da0f22a6f5,charcoal mark,697,696,drain rain path progress marker,57,58,-1 charcoal mark; +1 marker,True,True,True,True
1015,57,session-010,glass_harbor,Oren,9f03b2f23d,lamp oil,697,696,mend fog net progress marker,57,58,-1 lamp oil; +1 marker,True,True,True,True
1016,57,session-010,cinder_garden,Vale,58b08d67ce,ember basket,702,700,cool ash path progress marker,57,59,-2 ember basket; +2 marker,True,True,True,True
1017,57,session-010,lichen_bridge,Sol,6a6945c048,meal token,699,698,repair meal ledger progress marker,59,60,-1 meal token; +1 marker,True,True,True,True
1018,57,session-010,orchid_engine,Bea,1a39418cc8,steam seal,700,699,listen to valve pulse progress marker,59,60,-1 steam seal; +1 marker,True,True,True,True
1019,57,session-010,moss_ward,Fay,cbe617b6af,reed bundle,700,699,patch blanket loom progress marker,57,58,-1 reed bundle; +1 marker,True,True,True,True
1020,57,session-010,glass_harbor,Puck,19e61c2da4,glass bead,701,699,seal fog catcher progress marker,57,58,-2 glass bead; +1 marker,True,True,True,True
1021,57,session-010,cinder_garden,Wren,b1df32837e,cool stone,699,698,repair seed calendar progress marker,57,58,-1 cool stone; +1 marker,True,True,True,True
1022,57,session-010,lichen_bridge,Kio,0c14394478,lichen glue,699,698,test rope bridge progress marker,56,57,-1 lichen glue; +1 marker,True,True,True,True
1023,57,session-010,orchid_engine,Cai,80ecb7dbcd,valve grease,699,697,clean gear wash progress marker,58,60,-2 valve grease; +2 marker,True,True,True,True
1024,57,session-010,moss_ward,Milo,4f19e26857,dry clay,701,700,copy root ledger progress marker,59,60,-1 dry clay; +1 marker,True,True,True,True
1025,57,session-010,glass_harbor,Sera,ee1d01c438,net fiber,698,697,mark crossing rope progress marker,59,60,-1 net fiber; +1 marker,True,True,True,True
1026,58,session-010,lichen_bridge,Sol,85cb036eb5,meal token,698,696,test rope bridge progress marker,57,59,-2 meal token; +2 marker,True,True,True,True
1027,58,session-010,orchid_engine,Bea,3935fa5efe,steam seal,699,698,clean gear wash progress marker,60,61,-1 steam seal; +1 marker,True,True,True,True
1028,58,session-010,moss_ward,Fay,6a7b5adb25,reed bundle,699,698,copy root ledger progress marker,60,61,-1 reed bundle; +1 marker,True,True,True,True
1029,58,session-010,glass_harbor,Puck,c10ea1470a,glass bead,699,698,mark crossing rope progress marker,60,61,-1 glass bead; +1 marker,True,True,True,True
1030,58,session-010,cinder_garden,Wren,81aa359945,cool stone,698,697,shade seed rows progress marker,57,58,-1 cool stone; +1 marker,True,True,True,True
1031,58,session-010,lichen_bridge,Kio,ebef679159,lichen glue,698,697,weave spare rope progress marker,57,58,-1 lichen glue; +1 marker,True,True,True,True
1032,58,session-010,orchid_engine,Cai,2fe151eb17,valve grease,697,696,tend orchid lamp progress marker,58,59,-1 valve grease; +1 marker,True,True,True,True
1033,58,session-010,moss_ward,Milo,b03af16c10,dry clay,700,698,raise warm-cup shelf progress marker,59,61,-2 dry clay; +2 marker,True,True,True,True
1034,58,session-010,glass_harbor,Sera,768a4d2ad8,net fiber,697,696,relight public lamp progress marker,60,61,-1 net fiber; +1 marker,True,True,True,True
1035,58,session-010,cinder_garden,Juno,2b1e35e8a1,seed ink,698,697,sort ember fruit progress marker,60,61,-1 seed ink; +1 marker,True,True,True,True
1036,58,session-010,lichen_bridge,Luma,450c18baea,rope fiber,698,697,mark signal bell progress marker,59,60,-1 rope fiber; +1 marker,True,True,True,True
1037,58,session-010,orchid_engine,Dax,363676d602,gear cloth,700,698,stabilize steam kettle progress marker,57,58,-2 gear cloth; +1 marker,True,True,True,True
1038,58,session-010,moss_ward,Tala,572744cec7,moss cord,697,696,drain rain path progress marker,58,59,-1 moss cord; +1 marker,True,True,True,True
