tick,day,lineage,agent,public_state,avatar_state,sleep_panel,rehearsal_panel,reentry_panel,welfare_panel,sensory_marker,private_trace_visible,local_storage_key,trace_integrity_token
290,49,Routeline,Keth,day 49: Keth recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=1; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.31; flower=325.2,False,ssrm251_browser_world_v11_sleep_reentry,8b262f66b973297d9f
291,49,Marketline,Melo,day 49: Melo recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=1; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.31; flower=334.5,False,ssrm251_browser_world_v11_sleep_reentry,85c00b4ee6728eb36d
292,49,Ledgerline,Nari,day 49: Nari recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=1; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.31; flower=321.7,False,ssrm251_browser_world_v11_sleep_reentry,f2101276d1badad293
293,49,Orchardline,Ori,day 49: Ori recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=1; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.31; flower=332.3,False,ssrm251_browser_world_v11_sleep_reentry,95bd9958adc1821bf2
294,49,Rainline,Vonn,day 49: Vonn recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=1; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.31; flower=323.6,False,ssrm251_browser_world_v11_sleep_reentry,a31127827409686c99
295,50,Hearthline,Sova,day 50: Sova recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.34; flower=107.0,False,ssrm251_browser_world_v11_sleep_reentry,de8f3b7ffed2650eb5
296,50,Routeline,Keth,day 50: Keth recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.34; flower=102.7,False,ssrm251_browser_world_v11_sleep_reentry,e5e3fb55966562c8cf
297,50,Marketline,Melo,day 50: Melo recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.34; flower=112.0,False,ssrm251_browser_world_v11_sleep_reentry,6eff887b5927ea50d7
298,50,Ledgerline,Nari,day 50: Nari recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.34; flower=99.2,False,ssrm251_browser_world_v11_sleep_reentry,ae0602175a52c3efa4
299,50,Orchardline,Ori,day 50: Ori recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.34; flower=109.8,False,ssrm251_browser_world_v11_sleep_reentry,eb938807de9825096a
300,50,Rainline,Vonn,day 50: Vonn recovered; avatar=absent_saved; weather=clear cold,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.34; flower=101.1,False,ssrm251_browser_world_v11_sleep_reentry,df7cff771cef453eb2
301,51,Hearthline,Sova,day 51: Sova recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=1; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.37; flower=244.5,False,ssrm251_browser_world_v11_sleep_reentry,466b2ac28a4b45e6c7
302,51,Routeline,Keth,day 51: Keth recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=1; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.37; flower=240.2,False,ssrm251_browser_world_v11_sleep_reentry,ca00fad16c92670225
303,51,Marketline,Melo,day 51: Melo recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=1; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.37; flower=249.5,False,ssrm251_browser_world_v11_sleep_reentry,df5333ed1ff19c9d6e
304,51,Ledgerline,Nari,day 51: Nari recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=1; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.37; flower=236.8,False,ssrm251_browser_world_v11_sleep_reentry,3a5a6f58d85cffe100
305,51,Orchardline,Ori,day 51: Ori recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=1; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.37; flower=247.3,False,ssrm251_browser_world_v11_sleep_reentry,83794bfc0e4a211d7e
306,51,Rainline,Vonn,day 51: Vonn recovered; avatar=absent_saved; weather=wet wind,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=1; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.37; flower=238.6,False,ssrm251_browser_world_v11_sleep_reentry,c357743fd50ff7f1b1
307,52,Hearthline,Sova,day 52: Sova recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.40; flower=22.0,False,ssrm251_browser_world_v11_sleep_reentry,5de6b54866af2dbcc3
308,52,Routeline,Keth,day 52: Keth recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.40; flower=17.7,False,ssrm251_browser_world_v11_sleep_reentry,c574b2dde604bfb73c
309,52,Marketline,Melo,day 52: Melo recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.40; flower=27.0,False,ssrm251_browser_world_v11_sleep_reentry,12ae2286ea09e159e8
310,52,Ledgerline,Nari,day 52: Nari recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.40; flower=14.3,False,ssrm251_browser_world_v11_sleep_reentry,26f4cb8f72466b947c
311,52,Orchardline,Ori,day 52: Ori recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.40; flower=24.8,False,ssrm251_browser_world_v11_sleep_reentry,3e79af28c469740422
312,52,Rainline,Vonn,day 52: Vonn recovered; avatar=absent_saved; weather=hearth fog,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.40; flower=16.1,False,ssrm251_browser_world_v11_sleep_reentry,1a7301af945bd92c6b
313,53,Hearthline,Sova,day 53: Sova recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.43; flower=159.5,False,ssrm251_browser_world_v11_sleep_reentry,34b8f1fa7b3e7db20b
314,53,Routeline,Keth,day 53: Keth recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.43; flower=155.2,False,ssrm251_browser_world_v11_sleep_reentry,d1e4d8a20e5bf74b40
315,53,Marketline,Melo,day 53: Melo recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.43; flower=164.5,False,ssrm251_browser_world_v11_sleep_reentry,e82697653dc56c2e81
316,53,Ledgerline,Nari,day 53: Nari recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.43; flower=151.8,False,ssrm251_browser_world_v11_sleep_reentry,65b22b06dab2ab5d65
317,53,Orchardline,Ori,day 53: Ori recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.43; flower=162.3,False,ssrm251_browser_world_v11_sleep_reentry,451bce3c375b4aca56
318,53,Rainline,Vonn,day 53: Vonn recovered; avatar=absent_saved; weather=market dry,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.43; flower=153.6,False,ssrm251_browser_world_v11_sleep_reentry,9dbfbeb8b3b6cf555d
319,54,Hearthline,Sova,day 54: Sova recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.46; flower=297.0,False,ssrm251_browser_world_v11_sleep_reentry,ced621b2b9e2fe58dc
320,54,Routeline,Keth,day 54: Keth recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.46; flower=292.7,False,ssrm251_browser_world_v11_sleep_reentry,4e10318b8d722a23a5
321,54,Marketline,Melo,day 54: Melo recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.46; flower=302.0,False,ssrm251_browser_world_v11_sleep_reentry,1602e5f84e5ae30736
322,54,Ledgerline,Nari,day 54: Nari recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.46; flower=289.3,False,ssrm251_browser_world_v11_sleep_reentry,c3f6325b23dae2edb7
323,54,Orchardline,Ori,day 54: Ori recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.46; flower=299.8,False,ssrm251_browser_world_v11_sleep_reentry,9a1431ef379e002849
324,54,Rainline,Vonn,day 54: Vonn recovered; avatar=absent_saved; weather=rain pulse,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.46; flower=291.1,False,ssrm251_browser_world_v11_sleep_reentry,c5c487514e29a49b6c
325,55,Hearthline,Sova,day 55: Sova recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=0; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.49; flower=74.5,False,ssrm251_browser_world_v11_sleep_reentry,b784944722ed47475f
326,55,Routeline,Keth,day 55: Keth recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=0; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.49; flower=70.2,False,ssrm251_browser_world_v11_sleep_reentry,45f9e5a172727cfd73
327,55,Marketline,Melo,day 55: Melo recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=0; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.49; flower=79.5,False,ssrm251_browser_world_v11_sleep_reentry,1351c0e46a8d4e3f67
328,55,Ledgerline,Nari,day 55: Nari recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=0; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.49; flower=66.8,False,ssrm251_browser_world_v11_sleep_reentry,5cc4890d66e7b5b1e1
329,55,Orchardline,Ori,day 55: Ori recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=0; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.49; flower=77.3,False,ssrm251_browser_world_v11_sleep_reentry,754238acb8b2fc445a
330,55,Rainline,Vonn,day 55: Vonn recovered; avatar=absent_saved; weather=orchard mild,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=0; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.49; flower=68.6,False,ssrm251_browser_world_v11_sleep_reentry,307c108992cb4e63da
331,56,Hearthline,Sova,day 56: Sova recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Sova wakes recovered; interruptions=1; avatar=absent_saved.,"Sova rehearsed a public plan, not private workspace content.",no avatar re-entry today,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.31Hz; smell=Hearth Archive night air; temp=0.61; wet=0.52; flower=212.0,False,ssrm251_browser_world_v11_sleep_reentry,a410b5b8d31c7d9066
332,56,Routeline,Keth,day 56: Keth recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Keth wakes recovered; interruptions=1; avatar=absent_saved.,"Keth rehearsed a public plan, not private workspace content.",no avatar re-entry today,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.17Hz; smell=Gate Ring night air; temp=0.60; wet=0.52; flower=207.7,False,ssrm251_browser_world_v11_sleep_reentry,f4d93e4a7f2a6089ee
333,56,Marketline,Melo,day 56: Melo recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Melo wakes recovered; interruptions=1; avatar=absent_saved.,"Melo rehearsed a public plan, not private workspace content.",no avatar re-entry today,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.47Hz; smell=Market Measure night air; temp=0.59; wet=0.52; flower=217.0,False,ssrm251_browser_world_v11_sleep_reentry,2fcba6ac22d09e837e
334,56,Ledgerline,Nari,day 56: Nari recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Nari wakes recovered; interruptions=1; avatar=absent_saved.,"Nari rehearsed a public plan, not private workspace content.",no avatar re-entry today,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.06Hz; smell=Hearth Archive night air; temp=0.60; wet=0.52; flower=204.3,False,ssrm251_browser_world_v11_sleep_reentry,a83b484d10449571e0
335,56,Orchardline,Ori,day 56: Ori recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Ori wakes recovered; interruptions=1; avatar=absent_saved.,"Ori rehearsed a public plan, not private workspace content.",no avatar re-entry today,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.40Hz; smell=Ceremony Center night air; temp=0.60; wet=0.52; flower=214.8,False,ssrm251_browser_world_v11_sleep_reentry,810d44d452b84c762f
336,56,Rainline,Vonn,day 56: Vonn recovered; avatar=absent_saved; weather=storm edge,avatar absent; society sleep/wake continues,Vonn wakes recovered; interruptions=1; avatar=absent_saved.,"Vonn rehearsed a public plan, not private workspace content.",no avatar re-entry today,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.,sound=sleep bell 2.12Hz; smell=Rainwalk Threshold night air; temp=0.60; wet=0.52; flower=206.2,False,ssrm251_browser_world_v11_sleep_reentry,9c814868570de76286
