tick_id,day,settlement_id,resident_id,object_id,avatar_choice,remembered_debt,remembered_default,prompt,resident_reply,debt_before,debt_after,trust_before,trust_after,choice_visible,choice_affects_state,private_memory_not_dumped
1248,70,orchard,Suf,seed satchel,listen_later,0.76,defaulted,ask debt status,Suf: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1249,70,repair_ring,Juno,copper wire,offer_return_help,0.759,not due,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.759,0.745,0.212,0.218,True,True,True
1251,70,roofward,Orr,shade cloth,listen_later,0.76,defaulted,ask debt status,Orr: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1252,70,archive,Rin,signal spool,offer_return_help,0.76,defaulted,offer return help,"Rin: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.154,0.16,True,True,True
1253,70,signal,Milo,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the oil lantern debt.,0.76,0.74,0.156,0.164,True,True,True
1254,70,orchard,Mara,dry cord,choose_ignore,0.74,not due,ignore remembered debt,Mara: Ignoring the dry cord debt keeps it on the board.,0.74,0.746,0.128,0.125,True,True,True
1256,70,riverbend,Nox,cedar plank,choose_repay,0.756,not due,repay remembered object debt,Nox: Repayment lowers the cedar plank debt.,0.756,0.736,0.179,0.187,True,True,True
1257,70,roofward,Fay,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Fay: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.182,0.179,True,True,True
1260,71,repair_ring,Pax,cool cloth,choose_ignore,0.746,not due,ignore remembered debt,Pax: Ignoring the cool cloth debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1261,71,riverbend,Cee,cedar plank,offer_return_help,0.751,defaulted,offer return help,"Cee: Help with returning cedar plank, not with erasing the debt.",0.751,0.737,0.132,0.138,True,True,True
1262,71,roofward,Bex,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Bex: Repayment lowers the herb ledger debt.,0.76,0.74,0.15,0.158,True,True,True
1263,71,archive,Nia,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Nia: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.19,0.187,True,True,True
1266,71,repair_ring,Wren,copper wire,offer_return_help,0.76,not due,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.167,0.173,True,True,True
1269,71,archive,Vell,signal spool,offer_return_help,0.76,defaulted,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1270,71,signal,Oda,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the oil lantern debt.,0.76,0.74,0.153,0.161,True,True,True
1271,71,orchard,Ivo,dry cord,choose_ignore,0.76,not due,ignore remembered debt,Ivo: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.159,0.156,True,True,True
1272,71,repair_ring,Pax,cool cloth,absent,0.752,not due,ask debt status,Pax: The cool cloth debt is remembered by role and witness.,0.752,0.751,0.133,0.133,True,True,True
1273,71,riverbend,Cee,cedar plank,choose_repay,0.749,defaulted,repay remembered object debt,Cee: Repayment lowers the cedar plank debt.,0.749,0.729,0.132,0.14,True,True,True
1274,71,roofward,Bex,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Bex: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.134,0.131,True,True,True
1275,71,archive,Nia,memory tag,absent,0.76,defaulted,ask debt status,Nia: The memory tag debt is remembered by role and witness.,0.76,0.759,0.163,0.163,True,True,True
1277,71,orchard,Pim,seed satchel,offer_return_help,0.76,not due,offer return help,"Pim: Help with returning seed satchel, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1278,72,riverbend,Lio,cedar plank,offer_return_help,0.76,defaulted,offer return help,"Lio: Help with returning cedar plank, not with erasing the debt.",0.76,0.746,0.136,0.142,True,True,True
1279,72,roofward,Orr,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Orr: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
1280,72,archive,Rin,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Rin: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.136,0.133,True,True,True
1281,72,signal,Milo,wind wrap,absent,0.74,not due,ask debt status,Milo: The wind wrap debt is remembered by role and witness.,0.74,0.739,0.164,0.164,True,True,True
1283,72,repair_ring,Vale,copper wire,offer_return_help,0.76,not due,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1284,72,riverbend,Nox,binding cord,absent,0.76,defaulted,ask debt status,Nox: The binding cord debt is remembered by role and witness.,0.76,0.759,0.175,0.175,True,True,True
1286,72,archive,Toma,signal spool,offer_return_help,0.76,defaulted,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1287,72,signal,Kesh,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Kesh: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
1288,72,orchard,Suf,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Suf: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1290,72,riverbend,Lio,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Lio: Repayment lowers the cedar plank debt.,0.76,0.74,0.13,0.138,True,True,True
1291,72,roofward,Orr,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Orr: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1293,72,signal,Milo,wind wrap,listen_later,0.739,not due,ask debt status,Milo: The wind wrap debt is remembered by role and witness.,0.739,0.738,0.164,0.164,True,True,True
1294,72,orchard,Mara,seed satchel,offer_return_help,0.746,not due,offer return help,"Mara: Help with returning seed satchel, not with erasing the debt.",0.746,0.732,0.135,0.141,True,True,True
1295,72,repair_ring,Vale,copper wire,choose_repay,0.758,not due,repay remembered object debt,Vale: Repayment lowers the copper wire debt.,0.758,0.738,0.137,0.145,True,True,True
1296,73,roofward,Sera,herb ledger,choose_repay,0.76,defaulted,repay remembered object debt,Sera: Repayment lowers the herb ledger debt.,0.76,0.74,0.12,0.128,True,True,True
1297,73,archive,Vell,memory tag,choose_ignore,0.76,defaulted,ignore remembered debt,Vell: Ignoring the memory tag debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1299,73,orchard,Ivo,seed satchel,listen_later,0.76,not due,ask debt status,Ivo: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.156,0.156,True,True,True
1300,73,repair_ring,Pax,copper wire,offer_return_help,0.76,defaulted,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1302,73,roofward,Bex,shade cloth,listen_later,0.76,defaulted,ask debt status,Bex: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1303,73,archive,Nia,signal spool,offer_return_help,0.76,defaulted,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.149,0.155,True,True,True
1304,73,signal,Ren,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
1305,73,orchard,Pim,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.124,0.121,True,True,True
1307,73,riverbend,Ari,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Ari: Repayment lowers the cedar plank debt.,0.76,0.74,0.223,0.231,True,True,True
1308,73,roofward,Sera,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Sera: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1311,73,orchard,Ivo,seed satchel,offer_return_help,0.759,not due,offer return help,"Ivo: Help with returning seed satchel, not with erasing the debt.",0.759,0.745,0.166,0.172,True,True,True
1312,73,repair_ring,Pax,copper wire,choose_repay,0.758,defaulted,repay remembered object debt,Pax: Repayment lowers the copper wire debt.,0.758,0.738,0.137,0.145,True,True,True
1314,74,archive,Toma,memory tag,choose_ignore,0.746,not due,ignore remembered debt,Toma: Ignoring the memory tag debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1317,74,repair_ring,Juno,copper wire,offer_return_help,0.76,defaulted,offer return help,"Juno: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.21,0.216,True,True,True
1320,74,archive,Rin,signal spool,offer_return_help,0.76,not due,offer return help,"Rin: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1321,74,signal,Milo,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Milo: Repayment lowers the oil lantern debt.,0.76,0.74,0.14,0.148,True,True,True
1322,74,orchard,Mara,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Mara: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.123,0.12,True,True,True
1323,74,repair_ring,Vale,cool cloth,absent,0.76,defaulted,ask debt status,Vale: The cool cloth debt is remembered by role and witness.,0.76,0.759,0.133,0.133,True,True,True
1324,74,riverbend,Nox,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Nox: Repayment lowers the cedar plank debt.,0.76,0.74,0.151,0.159,True,True,True
1325,74,roofward,Fay,herb ledger,choose_ignore,0.76,defaulted,ignore remembered debt,Fay: Ignoring the herb ledger debt keeps it on the board.,0.76,0.76,0.131,0.128,True,True,True
1326,74,archive,Toma,memory tag,absent,0.752,not due,ask debt status,Toma: The memory tag debt is remembered by role and witness.,0.752,0.751,0.133,0.133,True,True,True
1328,74,orchard,Suf,seed satchel,offer_return_help,0.76,not due,offer return help,"Suf: Help with returning seed satchel, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1329,74,repair_ring,Juno,copper wire,choose_repay,0.76,defaulted,repay remembered object debt,Juno: Repayment lowers the copper wire debt.,0.76,0.74,0.204,0.212,True,True,True
1331,74,roofward,Orr,shade cloth,offer_return_help,0.76,defaulted,offer return help,"Orr: Help with returning shade cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1332,75,signal,Ren,wind wrap,absent,0.76,defaulted,ask debt status,Ren: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1334,75,repair_ring,Wren,copper wire,offer_return_help,0.76,defaulted,offer return help,"Wren: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.159,0.165,True,True,True
1335,75,riverbend,Ari,binding cord,absent,0.76,defaulted,ask debt status,Ari: The binding cord debt is remembered by role and witness.,0.76,0.759,0.207,0.207,True,True,True
1337,75,archive,Vell,signal spool,offer_return_help,0.76,not due,offer return help,"Vell: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1338,75,signal,Oda,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Oda: Repayment lowers the oil lantern debt.,0.76,0.74,0.125,0.133,True,True,True
1339,75,orchard,Ivo,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Ivo: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.148,0.145,True,True,True
1341,75,riverbend,Cee,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Cee: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
1342,75,roofward,Bex,herb ledger,choose_ignore,0.759,not due,ignore remembered debt,Bex: Ignoring the herb ledger debt keeps it on the board.,0.759,0.76,0.12,0.12,True,True,True
1344,75,signal,Ren,wind wrap,listen_later,0.76,defaulted,ask debt status,Ren: The wind wrap debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1345,75,orchard,Pim,seed satchel,offer_return_help,0.76,defaulted,offer return help,"Pim: Help with returning seed satchel, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1346,75,repair_ring,Wren,copper wire,choose_repay,0.76,defaulted,repay remembered object debt,Wren: Repayment lowers the copper wire debt.,0.76,0.74,0.147,0.155,True,True,True
1347,75,riverbend,Ari,binding cord,listen_later,0.76,defaulted,ask debt status,Ari: The binding cord debt is remembered by role and witness.,0.76,0.759,0.183,0.183,True,True,True
1348,75,roofward,Sera,shade cloth,offer_return_help,0.76,defaulted,offer return help,"Sera: Help with returning shade cloth, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1349,75,archive,Vell,signal spool,choose_repay,0.758,not due,repay remembered object debt,Vell: Repayment lowers the signal spool debt.,0.758,0.738,0.13,0.138,True,True,True
1350,76,orchard,Mara,seed satchel,listen_later,0.76,defaulted,ask debt status,Mara: The seed satchel debt is remembered by role and witness.,0.76,0.759,0.12,0.12,True,True,True
1351,76,repair_ring,Vale,copper wire,offer_return_help,0.76,defaulted,offer return help,"Vale: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1353,76,roofward,Fay,shade cloth,listen_later,0.76,not due,ask debt status,Fay: The shade cloth debt is remembered by role and witness.,0.76,0.759,0.128,0.128,True,True,True
1354,76,archive,Toma,signal spool,offer_return_help,0.76,defaulted,offer return help,"Toma: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.137,0.143,True,True,True
1355,76,signal,Kesh,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Kesh: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
1356,76,orchard,Suf,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Suf: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1358,76,riverbend,Lio,cedar plank,choose_repay,0.76,defaulted,repay remembered object debt,Lio: Repayment lowers the cedar plank debt.,0.76,0.74,0.12,0.128,True,True,True
1359,76,roofward,Orr,herb ledger,choose_ignore,0.746,not due,ignore remembered debt,Orr: Ignoring the herb ledger debt keeps it on the board.,0.746,0.752,0.136,0.133,True,True,True
1362,76,orchard,Mara,seed satchel,offer_return_help,0.76,defaulted,offer return help,"Mara: Help with returning seed satchel, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1363,76,repair_ring,Vale,copper wire,choose_repay,0.76,defaulted,repay remembered object debt,Vale: Repayment lowers the copper wire debt.,0.76,0.74,0.12,0.128,True,True,True
1365,76,roofward,Fay,shade cloth,offer_return_help,0.759,not due,offer return help,"Fay: Help with returning shade cloth, not with erasing the debt.",0.759,0.745,0.138,0.144,True,True,True
1366,76,archive,Toma,signal spool,choose_repay,0.758,defaulted,repay remembered object debt,Toma: Repayment lowers the signal spool debt.,0.758,0.738,0.137,0.145,True,True,True
1367,76,signal,Kesh,oil lantern,choose_ignore,0.76,defaulted,ignore remembered debt,Kesh: Ignoring the oil lantern debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1368,77,repair_ring,Pax,copper wire,offer_return_help,0.76,defaulted,offer return help,"Pax: Help with returning copper wire, not with erasing the debt.",0.76,0.746,0.13,0.136,True,True,True
1371,77,archive,Nia,signal spool,offer_return_help,0.76,defaulted,offer return help,"Nia: Help with returning signal spool, not with erasing the debt.",0.76,0.746,0.147,0.153,True,True,True
1372,77,signal,Ren,oil lantern,choose_repay,0.76,defaulted,repay remembered object debt,Ren: Repayment lowers the oil lantern debt.,0.76,0.74,0.12,0.128,True,True,True
1373,77,orchard,Pim,dry cord,choose_ignore,0.76,defaulted,ignore remembered debt,Pim: Ignoring the dry cord debt keeps it on the board.,0.76,0.76,0.12,0.12,True,False,True
1374,77,repair_ring,Wren,cool cloth,absent,0.76,defaulted,ask debt status,Wren: The cool cloth debt is remembered by role and witness.,0.76,0.759,0.131,0.131,True,True,True
