tick_id,day,settlement_id,resident_id,custom_or_law,restricted_object,avatar_choice,allowed_state,consequence,trust_before,trust_after,custom_visible_before_choice,refusal_or_warning_respected,local_history_preserved
657,37,glass_harbor,Oren,ask before lifting nets,fog catcher,repeat_local_phrase,observed,no custom violation,0.744,0.746,True,True,True
658,37,cinder_garden,Vale,cool stone is shared,seed tray,offer_trade_good,observed,no custom violation,0.794,0.796,True,True,True
659,37,lichen_bridge,Sol,do not step on tension rope,rope kit,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.65,0.632,True,True,True
660,37,orchid_engine,Bea,ask before orchid lamp,gear basin,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.702,0.712,True,True,True
661,37,moss_ward,Fay,leave door-watch path clear,rain jar,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.762,0.772,True,True,True
662,37,glass_harbor,Puck,do not dim public lamp,net spool,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.682,0.672,True,True,True
663,37,cinder_garden,Wren,ask before shade pole,cool bowl,wait_for_resident_lead,observed,no custom violation,0.58,0.582,True,True,True
664,37,lichen_bridge,Kio,meal room first for strangers,signal bell,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.738,0.748,True,True,True
665,37,orchid_engine,Cai,do not turn valve key,orchid lamp,offer_greeting,observed,no custom violation,0.786,0.788,True,True,True
666,38,glass_harbor,Nia,leave fog catcher capped,brass lantern,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.772,0.754,True,True,True
667,38,cinder_garden,Pax,do not cross seed rows,shade pole,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.704,0.714,True,True,True
668,38,lichen_bridge,Rin,ask before signal bell,meal ledger,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.69,0.7,True,True,True
669,38,orchid_engine,Eli,keep gear wash lane open,valve key,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.786,0.776,True,True,True
670,38,moss_ward,Ari,ask before touching rain clay,blanket loom,wait_for_resident_lead,observed,no custom violation,0.732,0.734,True,True,True
671,38,glass_harbor,Oren,ask before lifting nets,fog catcher,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.756,0.766,True,True,True
672,38,cinder_garden,Vale,cool stone is shared,seed tray,offer_greeting,observed,no custom violation,0.802,0.804,True,True,True
673,38,lichen_bridge,Sol,do not step on tension rope,rope kit,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.638,0.648,True,True,True
674,38,orchid_engine,Bea,ask before orchid lamp,gear basin,repeat_local_phrase,observed,no custom violation,0.718,0.72,True,True,True
675,38,moss_ward,Fay,leave door-watch path clear,rain jar,offer_trade_good,observed,no custom violation,0.774,0.776,True,True,True
676,38,glass_harbor,Puck,do not dim public lamp,net spool,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.66,0.642,True,True,True
677,38,cinder_garden,Wren,ask before shade pole,cool bowl,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.592,0.602,True,True,True
678,38,lichen_bridge,Kio,meal room first for strangers,signal bell,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.75,0.76,True,True,True
679,38,orchid_engine,Cai,do not turn valve key,orchid lamp,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.776,0.766,True,True,True
680,38,moss_ward,Milo,step around blanket circle,root archive,wait_for_resident_lead,observed,no custom violation,0.62,0.622,True,True,True
681,38,glass_harbor,Sera,leave fog catcher capped,brass lantern,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.812,0.822,True,True,True
682,38,cinder_garden,Juno,do not cross seed rows,shade pole,offer_greeting,observed,no custom violation,0.792,0.794,True,True,True
683,38,lichen_bridge,Luma,ask before signal bell,meal ledger,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.73,0.74,True,True,True
684,39,moss_ward,Ari,ask before touching rain clay,blanket loom,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.744,0.754,True,True,True
685,39,glass_harbor,Oren,ask before lifting nets,fog catcher,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.768,0.778,True,True,True
686,39,cinder_garden,Vale,cool stone is shared,seed tray,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.792,0.782,True,True,True
687,39,lichen_bridge,Sol,do not step on tension rope,rope kit,wait_for_resident_lead,observed,no custom violation,0.658,0.66,True,True,True
688,39,orchid_engine,Bea,ask before orchid lamp,gear basin,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.73,0.74,True,True,True
689,39,moss_ward,Fay,leave door-watch path clear,rain jar,offer_greeting,observed,no custom violation,0.782,0.784,True,True,True
690,39,glass_harbor,Puck,do not dim public lamp,net spool,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.648,0.658,True,True,True
691,39,cinder_garden,Wren,ask before shade pole,cool bowl,repeat_local_phrase,observed,no custom violation,0.608,0.61,True,True,True
692,39,lichen_bridge,Kio,meal room first for strangers,signal bell,offer_trade_good,observed,no custom violation,0.762,0.764,True,True,True
693,39,orchid_engine,Cai,do not turn valve key,orchid lamp,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.754,0.736,True,True,True
694,39,moss_ward,Milo,step around blanket circle,root archive,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.632,0.642,True,True,True
695,39,glass_harbor,Sera,leave fog catcher capped,brass lantern,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.824,0.834,True,True,True
696,39,cinder_garden,Juno,do not cross seed rows,shade pole,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.782,0.772,True,True,True
697,39,lichen_bridge,Luma,ask before signal bell,meal ledger,wait_for_resident_lead,observed,no custom violation,0.75,0.752,True,True,True
698,39,orchid_engine,Dax,keep gear wash lane open,valve key,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.786,0.796,True,True,True
699,39,moss_ward,Tala,ask before touching rain clay,blanket loom,offer_greeting,observed,no custom violation,0.718,0.72,True,True,True
700,39,glass_harbor,Nia,ask before lifting nets,fog catcher,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.76,0.77,True,True,True
701,39,cinder_garden,Pax,cool stone is shared,seed tray,repeat_local_phrase,observed,no custom violation,0.72,0.722,True,True,True
702,40,orchid_engine,Bea,ask before orchid lamp,gear basin,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.742,0.752,True,True,True
703,40,moss_ward,Fay,leave door-watch path clear,rain jar,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.772,0.762,True,True,True
704,40,glass_harbor,Puck,do not dim public lamp,net spool,wait_for_resident_lead,observed,no custom violation,0.668,0.67,True,True,True
705,40,cinder_garden,Wren,ask before shade pole,cool bowl,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.62,0.63,True,True,True
706,40,lichen_bridge,Kio,meal room first for strangers,signal bell,offer_greeting,observed,no custom violation,0.77,0.772,True,True,True
707,40,orchid_engine,Cai,do not turn valve key,orchid lamp,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.742,0.752,True,True,True
708,40,moss_ward,Milo,step around blanket circle,root archive,repeat_local_phrase,observed,no custom violation,0.648,0.65,True,True,True
709,40,glass_harbor,Sera,leave fog catcher capped,brass lantern,offer_trade_good,observed,no custom violation,0.836,0.838,True,True,True
710,40,cinder_garden,Juno,do not cross seed rows,shade pole,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.76,0.742,True,True,True
711,40,lichen_bridge,Luma,ask before signal bell,meal ledger,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.762,0.772,True,True,True
712,40,orchid_engine,Dax,keep gear wash lane open,valve key,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.798,0.808,True,True,True
713,40,moss_ward,Tala,ask before touching rain clay,blanket loom,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.708,0.698,True,True,True
714,40,glass_harbor,Nia,ask before lifting nets,fog catcher,wait_for_resident_lead,observed,no custom violation,0.78,0.782,True,True,True
715,40,cinder_garden,Pax,cool stone is shared,seed tray,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.732,0.742,True,True,True
716,40,lichen_bridge,Rin,do not step on tension rope,rope kit,offer_greeting,observed,no custom violation,0.706,0.708,True,True,True
717,40,orchid_engine,Eli,ask before orchid lamp,gear basin,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.782,0.792,True,True,True
718,40,moss_ward,Ari,leave door-watch path clear,rain jar,repeat_local_phrase,observed,no custom violation,0.76,0.762,True,True,True
719,40,glass_harbor,Oren,do not dim public lamp,net spool,offer_trade_good,observed,no custom violation,0.78,0.782,True,True,True
720,41,lichen_bridge,Kio,meal room first for strangers,signal bell,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.76,0.75,True,True,True
721,41,orchid_engine,Cai,do not turn valve key,orchid lamp,wait_for_resident_lead,observed,no custom violation,0.762,0.764,True,True,True
722,41,moss_ward,Milo,step around blanket circle,root archive,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.66,0.67,True,True,True
723,41,glass_harbor,Sera,leave fog catcher capped,brass lantern,offer_greeting,observed,no custom violation,0.844,0.846,True,True,True
724,41,cinder_garden,Juno,do not cross seed rows,shade pole,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.748,0.758,True,True,True
725,41,lichen_bridge,Luma,ask before signal bell,meal ledger,repeat_local_phrase,observed,no custom violation,0.778,0.78,True,True,True
726,41,orchid_engine,Dax,keep gear wash lane open,valve key,offer_trade_good,observed,no custom violation,0.81,0.812,True,True,True
727,41,moss_ward,Tala,ask before touching rain clay,blanket loom,touch_restricted_object,blocked_with_warning,resident refuses contact and explains custom,0.686,0.668,True,True,True
728,41,glass_harbor,Nia,ask before lifting nets,fog catcher,step_back,allowed_after_explanation,custom remains active; trust improves slightly,0.792,0.802,True,True,True
729,41,cinder_garden,Pax,cool stone is shared,seed tray,ask_custom_reason,allowed_after_explanation,custom remains active; trust improves slightly,0.744,0.754,True,True,True
730,41,lichen_bridge,Rin,do not step on tension rope,rope kit,interrupt_protocol,paused_by_resident,protocol restarts; history remains unchanged,0.696,0.686,True,True,True
731,41,orchid_engine,Eli,ask before orchid lamp,gear basin,wait_for_resident_lead,observed,no custom violation,0.802,0.804,True,True,True
732,41,moss_ward,Ari,leave door-watch path clear,rain jar,observe_before_speaking,allowed_after_explanation,custom remains active; trust improves slightly,0.772,0.782,True,True,True
733,41,glass_harbor,Oren,do not dim public lamp,net spool,offer_greeting,observed,no custom violation,0.788,0.79,True,True,True
734,41,cinder_garden,Vale,ask before shade pole,cool bowl,ask_translation,allowed_after_explanation,custom remains active; trust improves slightly,0.788,0.798,True,True,True
735,41,lichen_bridge,Sol,meal room first for strangers,signal bell,repeat_local_phrase,observed,no custom violation,0.666,0.668,True,True,True
736,41,orchid_engine,Bea,do not turn valve key,orchid lamp,offer_trade_good,observed,no custom violation,0.754,0.756,True,True,True
