tick_id,day,settlement_id,resident_id,avatar_room,resident_room,egocentric_relation,visual_near,audible_near,smell_near,temperature_c,wetness_signal,pain_signal,tactile_signal,attention_focus,packet_source,local_not_global,private_workspace_sealed
452,26,riverbend,Ari,dry ridge,wet crossing,near-left,ridge lantern,lantern tick,warm oil,12.04,0.24,0.16056,neutral air,queued work,avatar first-person local sample,True,True
453,26,roofward,Sera,arrival court,warm lane,distant-ahead,doorway shape,muffled hinge ticks,polished brass,17.42,0.67,0.24164,wet sole,queued work,avatar first-person local sample,True,True
454,26,archive,Nia,spool room,spool room,co-present,signal spool,page flutter,cold dust,15.1,0.32,0.12024,neutral air,resident boundary,avatar first-person local sample,True,True
455,26,signal,Ren,signal perch,lens room,near-left,oil lantern,static crickets,lamp oil,11.38,0.25,0.16056,neutral air,queued work,avatar first-person local sample,True,True
456,26,orchard,Ivo,seed lane,market plank,distant-ahead,doorway shape,muffled seed rattle,apple soil,14.16,0.26,0.16308,neutral air,queued work,avatar first-person local sample,True,True
457,26,repair_ring,Pax,bell alcove,cool corner,near-right,insulated tongs,wire snap,clean cloth,17.64,0.24,0.13536,warm edge,queued work,avatar first-person local sample,True,True
458,26,riverbend,Ari,kit alcove,wet crossing,distant-behind,doorway shape,muffled river slap,wet cedar,13.22,0.28,0.162,neutral air,queued work,avatar first-person local sample,True,True
459,26,roofward,Sera,glass stair,warm lane,near-right,brass hinge,paper hush,thyme paper,17.88,0.29,0.16308,neutral air,queued work,avatar first-person local sample,True,True
460,26,archive,Nia,ink niche,ink niche,co-present,signal spool,spool click,wax seal,15.56,0.22,0.12132,neutral air,queued work,avatar first-person local sample,True,True
461,26,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.34,0.65,0.2492,wet sole,queued work,avatar first-person local sample,True,True
462,26,orchard,Ivo,mud row,market plank,near-right,dry cord,roof drip,mud reed,14.62,0.66,0.23984,wet sole,queued work,avatar first-person local sample,True,True
463,26,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,cool fan,hot copper,18.1,0.28,0.13428,warm edge,resident boundary,avatar first-person local sample,True,True
464,26,riverbend,Ari,arrival court,wet crossing,distant-ahead,doorway shape,muffled lantern tick,warm oil,10.18,0.26,0.1692,neutral air,queued work,avatar first-person local sample,True,True
465,26,roofward,Sera,warm lane,ledger loft,near-right,brass hinge,sun glass hum,warm dust,19.06,0.28,0.15984,neutral air,queued work,avatar first-person local sample,True,True
466,26,archive,Nia,memory desk,ink niche,near-left,signal spool,stone echo,ink linen,16.74,0.26,0.12024,warm edge,resident boundary,avatar first-person local sample,True,True
467,26,signal,Ren,mast base,lens room,distant-ahead,doorway shape,muffled static crickets,lamp oil,9.52,0.27,0.16596,neutral air,queued work,avatar first-person local sample,True,True
468,27,repair_ring,Pax,spark lane,cool corner,distant-ahead,doorway shape,muffled cool fan,clean cloth,16.38,0.67,0.21536,wet sole,resident boundary,avatar first-person local sample,True,True
469,27,riverbend,Ari,dry ridge,wet crossing,near-left,ridge lantern,cedar knock,wet cedar,11.96,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
470,27,roofward,Sera,arrival court,sun sill,distant-ahead,doorway shape,muffled sun glass hum,thyme paper,17.34,0.64,0.24128,wet sole,queued work,avatar first-person local sample,True,True
471,27,archive,Nia,spool room,ink niche,near-right,signal spool,stone echo,wax seal,15.02,0.29,0.12132,neutral air,resident boundary,avatar first-person local sample,True,True
472,27,signal,Ren,signal perch,lens room,near-left,oil lantern,beacon pulse,salt wind,11.3,0.27,0.16272,neutral air,queued work,avatar first-person local sample,True,True
473,27,orchard,Ivo,seed lane,market plank,distant-ahead,doorway shape,muffled cart creak,mud reed,14.08,0.28,0.16128,neutral air,queued work,avatar first-person local sample,True,True
474,27,repair_ring,Pax,bell alcove,cool corner,near-right,insulated tongs,bell hum,hot copper,17.56,0.26,0.14346,warm edge,queued work,avatar first-person local sample,True,True
475,27,riverbend,Ari,kit alcove,dry ridge,near-left,ridge lantern,lantern tick,mud thread,13.14,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
476,27,roofward,Sera,glass stair,sun sill,distant-ahead,doorway shape,muffled hinge ticks,warm dust,18.52,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
477,27,archive,Nia,ink niche,ink niche,co-present,signal spool,page flutter,ink linen,15.48,0.24,0.1224,neutral air,queued work,avatar first-person local sample,True,True
478,27,signal,Ren,arrival court,lens room,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.26,0.67,0.23948,wet sole,queued work,avatar first-person local sample,True,True
479,27,orchard,Ivo,mud row,market plank,near-right,dry cord,seed rattle,dry twine,14.54,0.68,0.24272,wet sole,queued work,avatar first-person local sample,True,True
480,27,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled wire snap,stone chalk,18.02,0.25,0.14238,warm edge,resident boundary,avatar first-person local sample,True,True
481,27,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled cedar knock,wet cedar,10.1,0.23,0.15948,neutral air,queued work,avatar first-person local sample,True,True
482,27,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled paper hush,polished brass,18.98,0.3,0.15948,neutral air,queued work,avatar first-person local sample,True,True
483,27,archive,Nia,memory desk,ink niche,near-left,signal spool,spool click,cold dust,16.66,0.28,0.12132,warm edge,resident boundary,avatar first-person local sample,True,True
484,27,signal,Ren,mast base,lens room,distant-ahead,doorway shape,muffled beacon pulse,salt wind,9.44,0.29,0.16092,neutral air,queued work,avatar first-person local sample,True,True
485,27,orchard,Ivo,market plank,satchel shed,near-right,dry cord,roof drip,apple soil,15.72,0.22,0.15948,warm edge,queued work,avatar first-person local sample,True,True
486,28,riverbend,Ari,dry ridge,dry ridge,co-present,ridge lantern,river slap,mud thread,11.88,0.23,0.16092,neutral air,queued work,avatar first-person local sample,True,True
487,28,roofward,Sera,arrival court,sun sill,distant-ahead,doorway shape,muffled paper hush,warm dust,17.26,0.66,0.24092,wet sole,queued work,avatar first-person local sample,True,True
488,28,archive,Nia,spool room,ink niche,near-right,signal spool,spool click,ink linen,14.94,0.31,0.1224,neutral air,resident boundary,avatar first-person local sample,True,True
489,28,signal,Ren,signal perch,lens room,near-left,oil lantern,rope creak,hot glass,11.22,0.29,0.1692,neutral air,queued work,avatar first-person local sample,True,True
490,28,orchard,Ivo,seed lane,arrival court,near-left,dry cord,roof drip,dry twine,14.0,0.25,0.16092,neutral air,queued work,avatar first-person local sample,True,True
491,28,repair_ring,Pax,bell alcove,arrival court,distant-behind,doorway shape,muffled cool fan,stone chalk,17.48,0.23,0.15048,warm edge,queued work,avatar first-person local sample,True,True
492,28,riverbend,Ari,kit alcove,dry ridge,near-left,ridge lantern,cedar knock,warm oil,13.06,0.27,0.16236,neutral air,queued work,avatar first-person local sample,True,True
493,28,roofward,Sera,glass stair,sun sill,distant-ahead,doorway shape,muffled sun glass hum,polished brass,18.44,0.28,0.16236,neutral air,queued work,avatar first-person local sample,True,True
494,28,archive,Nia,ink niche,ink niche,co-present,signal spool,stone echo,cold dust,16.12,0.26,0.1305,warm edge,queued work,avatar first-person local sample,True,True
495,28,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled static crickets,salt wind,8.18,0.64,0.24596,wet sole,queued work,avatar first-person local sample,True,True
496,28,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled cart creak,apple soil,14.46,0.65,0.24236,wet sole,queued work,avatar first-person local sample,True,True
497,28,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled bell hum,clean cloth,17.94,0.27,0.1494,warm edge,resident boundary,avatar first-person local sample,True,True
498,28,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled river slap,mud thread,10.02,0.25,0.15912,neutral air,queued work,avatar first-person local sample,True,True
499,28,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled hinge ticks,thyme paper,18.9,0.32,0.15912,neutral air,queued work,avatar first-person local sample,True,True
500,28,archive,Nia,memory desk,memory desk,co-present,signal spool,page flutter,wax seal,16.58,0.25,0.12942,warm edge,resident boundary,avatar first-person local sample,True,True
501,28,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled rope creak,hot glass,9.36,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
502,28,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled seed rattle,mud reed,15.64,0.24,0.15912,neutral air,queued work,avatar first-person local sample,True,True
503,28,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,cool fan,stone chalk,15.62,0.25,0.15048,neutral air,queued work,avatar first-person local sample,True,True
504,29,roofward,Sera,arrival court,sun sill,distant-ahead,doorway shape,muffled hinge ticks,polished brass,17.18,0.68,0.24056,wet sole,queued work,avatar first-person local sample,True,True
505,29,archive,Nia,spool room,arrival court,distant-behind,doorway shape,muffled page flutter,cold dust,14.86,0.28,0.13752,neutral air,resident boundary,avatar first-person local sample,True,True
506,29,signal,Ren,signal perch,signal perch,co-present,oil lantern,static crickets,lamp oil,11.14,0.26,0.15948,neutral air,queued work,avatar first-person local sample,True,True
507,29,orchard,Ivo,seed lane,arrival court,near-left,dry cord,seed rattle,apple soil,13.92,0.27,0.16056,neutral air,queued work,avatar first-person local sample,True,True
508,29,repair_ring,Pax,bell alcove,arrival court,distant-behind,doorway shape,muffled wire snap,clean cloth,17.4,0.25,0.1494,warm edge,queued work,avatar first-person local sample,True,True
509,29,riverbend,Ari,kit alcove,dry ridge,near-left,ridge lantern,river slap,wet cedar,12.98,0.29,0.16056,neutral air,queued work,avatar first-person local sample,True,True
510,29,roofward,Sera,glass stair,arrival court,near-left,brass hinge,paper hush,thyme paper,18.36,0.25,0.162,neutral air,queued work,avatar first-person local sample,True,True
511,29,archive,Nia,ink niche,arrival court,distant-behind,doorway shape,muffled spool click,wax seal,16.04,0.23,0.1386,neutral air,queued work,avatar first-person local sample,True,True
512,29,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.82,0.66,0.2492,wet sole,queued work,avatar first-person local sample,True,True
513,29,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled roof drip,mud reed,14.38,0.67,0.242,wet sole,queued work,avatar first-person local sample,True,True
514,29,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled cool fan,hot copper,17.86,0.29,0.14832,warm edge,resident boundary,avatar first-person local sample,True,True
515,29,riverbend,Ari,arrival court,kit alcove,distant-ahead,doorway shape,muffled lantern tick,warm oil,9.94,0.22,0.1692,neutral air,queued work,avatar first-person local sample,True,True
516,29,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled sun glass hum,warm dust,18.82,0.29,0.15876,neutral air,queued work,avatar first-person local sample,True,True
517,29,archive,Nia,memory desk,arrival court,distant-behind,doorway shape,muffled stone echo,ink linen,16.5,0.27,0.13752,warm edge,resident boundary,avatar first-person local sample,True,True
518,29,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled static crickets,lamp oil,9.28,0.28,0.16596,neutral air,queued work,avatar first-person local sample,True,True
519,29,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled cart creak,dry twine,15.56,0.26,0.15876,neutral air,queued work,avatar first-person local sample,True,True
520,29,repair_ring,Pax,arrival court,wire bench,near-right,insulated tongs,wire snap,clean cloth,15.54,0.22,0.1494,neutral air,queued work,avatar first-person local sample,True,True
521,29,riverbend,Ari,plank hall,kit alcove,distant-ahead,doorway shape,muffled river slap,wet cedar,11.12,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
522,30,archive,Nia,spool room,arrival court,distant-behind,doorway shape,muffled stone echo,wax seal,14.78,0.3,0.1386,neutral air,resident boundary,avatar first-person local sample,True,True
523,30,signal,Ren,signal perch,signal perch,co-present,oil lantern,beacon pulse,salt wind,11.06,0.28,0.16272,neutral air,queued work,avatar first-person local sample,True,True
524,30,orchard,Ivo,seed lane,arrival court,near-left,dry cord,cart creak,mud reed,13.84,0.29,0.1602,neutral air,queued work,avatar first-person local sample,True,True
525,30,repair_ring,Pax,bell alcove,spark lane,near-left,insulated tongs,bell hum,hot copper,17.32,0.22,0.14832,warm edge,queued work,avatar first-person local sample,True,True
526,30,riverbend,Ari,kit alcove,kit alcove,co-present,ridge lantern,lantern tick,mud thread,12.9,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
527,30,roofward,Sera,glass stair,arrival court,near-left,brass hinge,hinge ticks,warm dust,18.28,0.27,0.1602,neutral air,queued work,avatar first-person local sample,True,True
528,30,archive,Nia,ink niche,arrival court,distant-behind,doorway shape,muffled page flutter,ink linen,15.96,0.25,0.13968,neutral air,queued work,avatar first-person local sample,True,True
529,30,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled rope creak,lamp oil,8.74,0.68,0.23948,wet sole,queued work,avatar first-person local sample,True,True
530,30,orchard,Ivo,mud row,seed lane,near-left,dry cord,seed rattle,dry twine,15.02,0.64,0.24164,wet sole,queued work,avatar first-person local sample,True,True
