tick_id,agent_id,replay_event,payload_hash,dom_selector,expected_public_state,observed_public_state,replay_exportable,deterministic_order
528,Juno,avatar_text_input,v35-938979,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,577
528,Juno,click_to_talk_reply,v35-122679,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,578
530,Fay,avatar_text_input,v35-825481,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,579
530,Fay,click_to_talk_reply,v35-101840,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,580
531,Nia,click_to_talk_reply,v35-351192,#talk-Nia,Energy low but steady; comfort is 0.92 and safety is 0.90.,Energy low but steady; comfort is 0.92 and safety is 0.90.,True,581
533,Ivo,avatar_text_input,v35-159492,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,582
533,Ivo,click_to_talk_reply,v35-357039,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,583
535,Ari,avatar_text_input,v35-796993,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,584
535,Ari,click_to_talk_reply,v35-184518,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,585
537,Nia,click_to_talk_reply,v35-352759,#talk-Nia,Energy low but steady; comfort is 0.94 and safety is 0.91.,Energy low but steady; comfort is 0.94 and safety is 0.91.,True,586
538,Milo,avatar_text_input,v35-937409,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,587
538,Milo,click_to_talk_reply,v35-136101,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,588
540,Juno,avatar_text_input,v35-968350,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,589
540,Juno,click_to_talk_reply,v35-091813,#talk-Juno,Gabriel stepped back from the sparks.,Gabriel stepped back from the sparks.,True,590
542,Fay,avatar_text_input,v35-833466,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,591
542,Fay,click_to_talk_reply,v35-306007,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,592
543,Nia,click_to_talk_reply,v35-352976,#talk-Nia,Energy low but steady; comfort is 0.95 and safety is 0.93.,Energy low but steady; comfort is 0.95 and safety is 0.93.,True,593
545,Ivo,avatar_text_input,v35-052904,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,594
545,Ivo,click_to_talk_reply,v35-384445,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,595
547,Ari,avatar_text_input,v35-942326,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,596
547,Ari,click_to_talk_reply,v35-355134,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,597
549,Nia,click_to_talk_reply,v35-354331,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.94.,Energy low but steady; comfort is 0.96 and safety is 0.94.,True,598
550,Milo,avatar_text_input,v35-966780,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,599
550,Milo,click_to_talk_reply,v35-928644,#talk-Milo,Gabriel kept the lantern lit.,Gabriel kept the lantern lit.,True,600
552,Juno,avatar_text_input,v35-820913,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,601
552,Juno,click_to_talk_reply,v35-015722,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,602
554,Fay,avatar_text_input,v35-914809,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,603
554,Fay,click_to_talk_reply,v35-206917,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,604
555,Nia,click_to_talk_reply,v35-354105,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.95.,Energy low but steady; comfort is 0.96 and safety is 0.95.,True,605
557,Ivo,avatar_text_input,v35-829018,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,606
557,Ivo,click_to_talk_reply,v35-052411,#talk-Ivo,I can bring seeds if we keep them dry.,I can bring seeds if we keep them dry.,True,607
559,Ari,avatar_text_input,v35-157900,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,608
559,Ari,click_to_talk_reply,v35-295805,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,609
561,Nia,click_to_talk_reply,v35-353879,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,610
562,Milo,avatar_text_input,v35-819343,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,611
562,Milo,click_to_talk_reply,v35-028854,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,612
564,Juno,avatar_text_input,v35-966970,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,613
564,Juno,click_to_talk_reply,v35-381651,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,614
566,Fay,avatar_text_input,v35-945399,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,615
566,Fay,click_to_talk_reply,v35-084951,#talk-Fay,Gabriel slowed down after I hesitated.,Gabriel slowed down after I hesitated.,True,616
567,Nia,click_to_talk_reply,v35-354791,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,617
569,Ivo,avatar_text_input,v35-837003,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,618
569,Ivo,click_to_talk_reply,v35-385355,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,619
571,Ari,avatar_text_input,v35-049943,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,620
571,Ari,click_to_talk_reply,v35-532716,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,621
573,Nia,click_to_talk_reply,v35-354334,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,622
574,Milo,avatar_text_input,v35-965400,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,623
574,Milo,click_to_talk_reply,v35-379849,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.95.,Energy low but steady; comfort is 0.96 and safety is 0.95.,True,624
576,Juno,avatar_text_input,v35-183564,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,625
576,Juno,click_to_talk_reply,v35-123130,#talk-Juno,That distance helps. I can repair again.,That distance helps. I can repair again.,True,626
578,Fay,avatar_text_input,v35-798688,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,627
578,Fay,click_to_talk_reply,v35-099335,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,628
579,Nia,click_to_talk_reply,v35-355246,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,629
581,Ivo,avatar_text_input,v35-916977,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,630
581,Ivo,click_to_talk_reply,v35-357490,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,631
583,Ari,avatar_text_input,v35-826057,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,632
583,Ari,click_to_talk_reply,v35-044078,#talk-Ari,I can try that if we keep the kit dry.,I can try that if we keep the kit dry.,True,633
585,Nia,click_to_talk_reply,v35-354789,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,634
586,Milo,avatar_text_input,v35-181994,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,635
586,Milo,click_to_talk_reply,v35-136552,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,636
588,Juno,avatar_text_input,v35-076487,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,637
588,Juno,click_to_talk_reply,v35-448965,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,638
590,Fay,avatar_text_input,v35-942652,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,639
590,Fay,click_to_talk_reply,v35-355460,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,640
591,Nia,click_to_talk_reply,v35-354332,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,641
593,Ivo,avatar_text_input,v35-947567,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,642
593,Ivo,click_to_talk_reply,v35-035507,#talk-Ivo,Gabriel protected the seed satchel.,Gabriel protected the seed satchel.,True,643
594,Juno,avatar_text_input,v35-967423,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,644
594,Juno,click_to_talk_reply,v35-381059,#talk-Juno,Energy low but steady; comfort is 0.90 and safety is 0.88.,Energy low but steady; comfort is 0.90 and safety is 0.88.,True,645
595,Ari,avatar_text_input,v35-834042,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,646
595,Ari,click_to_talk_reply,v35-533626,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,647
597,Nia,click_to_talk_reply,v35-355244,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,648
598,Milo,avatar_text_input,v35-074917,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,649
598,Milo,click_to_talk_reply,v35-415115,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,650
600,Juno,avatar_text_input,v35-848756,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,651
600,Juno,click_to_talk_reply,v35-105041,#talk-Juno,I can finish if you give my hands room.,I can finish if you give my hands room.,True,652
602,Fay,avatar_text_input,v35-156866,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,653
602,Fay,click_to_talk_reply,v35-206008,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,654
603,Nia,click_to_talk_reply,v35-353427,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,655
605,Ivo,avatar_text_input,v35-799496,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,656
605,Ivo,click_to_talk_reply,v35-245298,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,657
607,Ari,avatar_text_input,v35-914025,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,658
607,Ari,click_to_talk_reply,v35-294896,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,659
609,Nia,click_to_talk_reply,v35-354339,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,660
610,Milo,avatar_text_input,v35-847186,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,661
610,Milo,click_to_talk_reply,v35-045033,#talk-Milo,I can lead if the lantern stays lit.,I can lead if the lantern stays lit.,True,662
611,Ivo,avatar_text_input,v35-916070,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,663
611,Ivo,click_to_talk_reply,v35-356583,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,664
612,Juno,avatar_text_input,v35-856785,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,665
612,Juno,click_to_talk_reply,v35-447146,#talk-Juno,Back up. Sparks near my hands make me lose the thread.,Back up. Sparks near my hands make me lose the thread.,True,666
614,Fay,avatar_text_input,v35-050278,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,667
614,Fay,click_to_talk_reply,v35-306008,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,668
615,Nia,click_to_talk_reply,v35-353882,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,669
